subassembly,action,run,random_seed,materials_cost,total_labor_cost,equipment_cost,total_cost
pitch,delay,7,7,0,0,144798.61412037036,144798.61412037036
pitch,repair,7,7,1735450,0,22124.16550925926,1757574.1655092593
power_supply,delay,7,7,0,0,288274.84351851855,288274.84351851855
power_supply,repair,7,7,1529882,0,38645.833333333336,1568527.8333333333
pump_motor,delay,7,7,0,0,3009.0777777777776,3009.0777777777776
pump_motor,repair,7,7,518148,0,2380.0,520528.00000000006
relay,delay,7,7,0,0,646142.5715277778,646142.5715277778
relay,repair,7,7,738768,0,27665.0,766433.0
safety,delay,7,7,0,0,1565.7319444444445,1565.7319444444445
safety,repair,7,7,183740,0,1208.3333333333333,184948.33333333334
sensors,delay,7,7,0,0,4322.397222222222,4322.397222222222
sensors,repair,7,7,603132,0,3826.6666666666665,606958.6666666666
service_items,delay,7,7,0,0,1392.4506944444445,1392.4506944444445
service_items,repair,7,7,32006,0,1286.6666666666667,33292.66666666667
tower_substructure,delay,7,7,0,0,1589.9391203703703,1589.9391203703703
tower_substructure,repair,7,7,330128,0,1036.6666666666667,331164.6666666667
transformer,delay,7,7,0,0,972.493287037037,972.493287037037
transformer,maintenance,7,7,4176,0,580.0,4756.0
transformer,repair,7,7,4025,0,70.0,4095.0
xformer,delay,7,7,0,0,10721.579398148147,10721.579398148147
xformer,repair,7,7,264106,0,1140.8333333333333,265246.8333333333
yaw,delay,7,7,0,0,133672.2287037037,133672.2287037037
yaw,repair,7,7,155163,0,9180.0,164343.0
blades,delay,8,8,0,0,2019961.9189814816,2019961.9189814816
blades,repair,8,8,583020,0,97800.0,680820.0
controls,delay,8,8,0,0,65494.51597222222,65494.51597222222
controls,repair,8,8,601177,0,7401.666666666666,608578.6666666666
electrical,delay,8,8,0,0,207665.14699074073,207665.14699074073
electrical,repair,8,8,280879,0,11940.833333333334,292819.8333333333
gearbox,delay,8,8,0,0,27428289.893055554,27428289.893055554
gearbox,repair,8,8,20175729,0,1959933.3333333333,22135662.333333332
generator,delay,8,8,0,0,5003084.015277778,5003084.015277778
generator,repair,8,8,6465028,0,375003.3333333333,6840031.333333333
heat_cool,delay,8,8,0,0,2417.4238425925923,2417.4238425925923
heat_cool,repair,8,8,296264,0,1641.6666666666667,297905.6666666666
hub,delay,8,8,0,0,1120258.5162037036,1120258.5162037036
hub,repair,8,8,443820,0,52643.333333333336,496463.3333333334
main_bearing_failures,delay,8,8,0,0,132098.9949074074,132098.9949074074
main_bearing_failures,repair,8,8,1250500,0,74258.0,1324758.0
main_bearing_maintenance,delay,8,8,0,0,2929.936574074074,2929.936574074074
main_bearing_maintenance,maintenance,8,8,635000,0,1270.0,636270.0
oil,delay,8,8,0,0,3693.1875,3693.1875
oil,repair,8,8,246160,0,2821.6666666666665,248981.66666666666
other,delay,8,8,0,0,9870.556712962964,9870.556712962964
other,repair,8,8,628874,0,8186.666666666667,637060.6666666666
pitch,delay,8,8,0,0,38727.826157407406,38727.826157407406
pitch,repair,8,8,1592345,0,21195.833333333332,1613540.8333333335
power_supply,delay,8,8,0,0,417144.2261574074,417144.2261574074
power_supply,repair,8,8,1529453,0,38756.666666666664,1568209.6666666665
pump_motor,delay,8,8,0,0,2668.229398148148,2668.229398148148
pump_motor,repair,8,8,610230,0,2670.0,612900.0
relay,delay,8,8,0,0,205820.47083333333,205820.47083333333
relay,repair,8,8,695922,0,27516.666666666664,723438.6666666666
safety,delay,8,8,0,0,1862.3844907407406,1862.3844907407406
safety,repair,8,8,173452,0,1176.6666666666665,174628.66666666666
sensors,delay,8,8,0,0,4046.5252314814816,4046.5252314814816
sensors,repair,8,8,671999,0,4020.0,676019.0
