subassembly,action,run,random_seed,materials_cost,total_labor_cost,equipment_cost,total_cost
yaw,repair,4,4,137886,0,1516.6666666666667,139402.66666666666
blades,delay,5,5,0,0,7263.978472222222,7263.978472222222
blades,repair,5,5,320454,0,7425.0,327879.0
controls,delay,5,5,0,0,25799.48101851852,25799.48101851852
controls,repair,5,5,560425,0,7554.997222222222,567979.9972222223
electrical,delay,5,5,0,0,65618.0951388889,65618.0951388889
electrical,repair,5,5,303858,0,14795.833333333334,318653.8333333333
gearbox,delay,5,5,0,0,30209656.862731483,30209656.862731483
gearbox,repair,5,5,21658041,0,2101188.125,23759229.125
generator,delay,5,5,0,0,4578886.494212963,4578886.494212963
generator,repair,5,5,6269870,0,349681.6666666667,6619551.666666667
heat_cool,delay,5,5,0,0,1773.3009259259259,1773.3009259259259
heat_cool,repair,5,5,285144,0,1580.0,286724.0
hub,delay,5,5,0,0,6056.613888888889,6056.613888888889
hub,repair,5,5,244779,0,4966.666666666667,249745.66666666666
main_bearing_failures,delay,5,5,0,0,1730035.65,1730035.65
main_bearing_failures,repair,5,5,720000,0,533433.6,1253433.5999999999
main_bearing_maintenance,delay,5,5,0,0,21125.43449074074,21125.43449074074
main_bearing_maintenance,maintenance,5,5,7092000,0,8865.0,7100865.0
oil,delay,5,5,0,0,3924.8046296296297,3924.8046296296297
oil,repair,5,5,255996,0,2841.6666666666665,258837.66666666666
other,delay,5,5,0,0,82357.23981481482,82357.23981481482
other,repair,5,5,665040,0,19762.5,684802.5
pitch,delay,5,5,0,0,142290.60416666666,142290.60416666666
pitch,repair,5,5,1582930,0,20624.166666666668,1603554.1666666667
power_supply,delay,5,5,0,0,721364.0488425926,721364.0488425926
power_supply,repair,5,5,1494372,0,47594.166666666664,1541966.1666666665
pump_motor,delay,5,5,0,0,2816.565972222222,2816.565972222222
pump_motor,repair,5,5,570992,0,2520.0,573512.0
relay,delay,5,5,0,0,517506.4118055556,517506.4118055556
relay,repair,5,5,776765,0,51363.33333333333,828128.3333333334
safety,delay,5,5,0,0,1349.879398148148,1349.879398148148
safety,repair,5,5,169988,0,1174.1666666666665,171162.16666666666
sensors,delay,5,5,0,0,4424.829629629629,4424.829629629629
sensors,repair,5,5,600143,0,3956.6666666666665,604099.6666666666
